,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2
0,4.000469425715762,-0.32311643126033207,-2.7648447393855813,0.7370538919199277,1.0807578915626443,1.658016157168567,-3.5690620048200175,2.209281896559901,-1.9621883693318765,2.2808212842985487,2.634350666136444,1.1466053665142377,-0.5086004059943869,4.1711881716671915,3.5735989834759696,-2.728761407293283,0.8635601986883064,0.6603925093291192,1.844544187604809,3.8633581656074334
1,3.223096767898353,1.03899116567686,-2.289041927304081,4.714332817155492,-2.0909379526643925,-5.831729141254051,32.866556830291366,-185.85415761740776,20.998823098814896,-60.53209124451792,2.3087594717557245,-5.32674455535257,251.2723297686037,-88.08803197227657,-173.9551510250861,638.0278468241031,1.1470780518222699,0.12797850099964025,-646.0945343987515,-922.1135923433114
2,2.9632626494679224,-5.976255951587501,3218.731578891114,-4435.524134113936,13343.88646392943,14331.580049583581,-192237922828179.75,102454870500865.12,-147619518610.28427,154023356849.0755,-7729.220398296508,9260.692609462898,-16746874055994.455,142997702744025.28,1.6548416116463386e+18,-1.3546004844589637e+18,1.4575521271100351,0.017199097428726065,5.5963778034317386e+19,1.1762839452437086e+20
3,-19478.915579394263,26924.706504068545,-3.45005597861506e+24,7.510691625357657e+24,-1.6271425721400468e+28,-4.544958811485685e+28,3.1286703828995586e+97,-1.76111421355278e+98,2.7732459307424527e+77,-7.97382756071972e+77,6.86118536030017e+26,-1.71793572071121e+27,2.014805887527347e+97,-7.078792134049761e+96,-1.4386292494639268e+126,5.272484927602804e+126,1.6703287980909685,0.002424972433474653,-2.085955963910306e+139,-2.977290739000536e+139
4,1.0443027575546105e+30,-2.2665224888891524e+30,8.714266180745147e+172,-1.2008763361266804e+173,2.018042983415347e+199,2.167441193807152e+199,-inf,inf,-inf,inf,-2.481793859429465e+189,2.973577094354411e+189,-inf,inf,,-inf,1.8144911525430845,0.03130591157710523,,inf
5,-1.9921026523961637e+211,2.753590538052117e+211,,inf,,-inf,,,,,,-inf,,,,,1.9196665401705109,0.07488077706999025,,
6,,-inf,,,,,,,,,,,,,,,2.0029117382742214,0.11791460629519965,,
7,,,,,,,,,,,,,,,,,2.0724861736579143,0.15497644016706075,,
8,,,,,,,,,,,,,,,,,2.1322977803408234,0.18562049214600004,,
9,,,,,,,,,,,,,,,,,2.1844597269815575,0.21102578317640508,,
