,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2
0,4.000469425715762,-0.32311643126033207,-2.7648447393855813,0.7370538919199277,1.0807578915626443,1.658016157168567,-3.5690620048200175,2.209281896559901,-1.9621883693318765,2.2808212842985487,2.634350666136444,1.1466053665142377,-0.5086004059943869,4.1711881716671915,3.5735989834759696,-2.728761407293283,0.8635601986883064,0.6603925093291192,1.844544187604809,3.8633581656074334
1,3.850469425812241,-0.17311643131539378,-2.714844739438124,0.787053891913642,0.9307578915862911,1.5080161571785806,-3.5190620048207037,2.1592818965600338,-1.9121883693329653,2.2308212842989468,2.4843506663667942,0.9966053665258237,-0.45860040599448626,4.1211881716674625,3.423598983476392,-2.5787614072934,1.0035601984414084,0.5203925094605958,1.7945441876048476,3.81335816560746
2,3.7022261297481163,-0.02593540063310626,-2.66549870163706,0.8370590815139048,0.7891218811113476,1.3654988685529532,-3.469459941878541,2.1096286023492405,-1.8626368121314434,2.181260059462615,2.3854499170773784,0.8557044403464313,-0.4090675543352245,4.072024715580736,3.277269056634271,-2.4324127984753465,1.1437478821163622,0.3826656831834657,1.7447456601610463,3.763597588893963
3,3.557143150827952,0.11829900027153234,-2.6175248347140405,0.8870526860948774,0.6594661180481544,1.2331678750787034,-3.420528907955245,2.0605590543016756,-1.8138426622470243,2.1324382704425644,2.3483263494968356,0.7266643633695622,-0.360358124150382,4.0243203536409675,3.1367680731808583,-2.2918876573296987,1.283958651017194,0.2499116748343248,1.6952842564797836,3.71423831130149
4,3.4171568233364913,0.2594605879962253,-2.571921821443136,0.9369975113524932,0.5434826389726075,1.1118923461427683,-3.372534921778088,2.0123049189952087,-1.7661052249044353,2.0846463233819303,2.3548715667670925,0.6101318968307093,-0.3128476701545934,3.978677477885161,3.0036868562545984,-2.158803930992933,1.423471377108282,0.12553376126118942,1.6462934634132007,3.665439604028846
5,3.2849608369698573,0.3965658213915977,-2.529972586749899,0.9868300312232093,0.4416423474013175,1.0014766809784228,-3.325726872611266,1.9650849027163504,-1.7197009972642838,2.0381520547715035,2.3872545219448997,0.5057845720822063,-0.2669162234918776,3.9356163360696326,2.8789800885206924,-2.0341466350416133,1.5609871504406916,0.013288087556939845,1.5979021446173498,3.617354775271372
6,3.1639834941776486,0.5264413710241305,-2.4931297594514152,1.036451952706292,0.3538263083350524,0.9012582010638563,-3.2803279219686035,1.9190981895199326,-1.6748728842036469,1.9931907733294552,2.4330464839818844,0.4129262686042494,-0.22293271489904576,3.8955252623324674,2.763044898827177,-1.9183377170604838,1.6945827229849757,-0.08312566272336512,1.550232287730626,3.5701281036925683
7,3.0577501425190112,0.6410046864937943,-2.462734684896812,1.0857174047474776,0.27967582503222116,0.8104224721985691,-3.2365291173287027,1.8745194071704652,-1.6318228201028497,1.9499585583618428,2.483074770957853,0.33075199520480436,-0.18124038129384734,3.8586345861316964,2.6558634315200607,-1.8113745975070672,1.8216720755555822,-0.16038007960674938,1.503397058293321,3.5238922206240706
8,2.9685060118219786,0.7247617870971034,-2.4396335012061185,1.1344126785093254,0.2187392352550897,0.728138852010797,-3.1944855755247916,1.8314953748709635,-1.590708134977076,1.9086090596181011,2.5298133061492276,0.2584566196764169,-0.1421444642659745,3.825016601420333,2.5571458632216384,-1.7129730594161947,1.939089665723818,-0.21577764818757006,1.4574992316776465,3.478766050151336
9,2.8961704952142586,0.7639476409897139,-2.4238816308883377,1.1822243106495764,0.17051775662481267,0.6536104211703873,-3.154315196022986,1.7901436361378822,-1.5516413669213198,1.8692534723443996,2.5669197585326735,0.19527130957327882,-0.10590291021223969,3.7946058365989566,2.4664446775883726,-1.6226834028687398,2.0434609295876442,-0.24767623677388634,1.4126300413786965,3.4348533622677975
10,2.8391291715942995,0.7616268819382598,-2.4146860945450728,1.228691449280071,0.13447315469959883,0.586089356416784,-3.1160995563179767,1.7505525801308266,-1.5146928021209671,1.83196299745356,2.589555911526525,0.14046800896746384,-0.07272026350050192,3.767230317869672,2.3832350039407078,-1.539973185259868,2.1319080976122584,-0.2560422964913792,1.3688684500994683,3.392241942202174
11,2.79557180807296,0.7297474899723513,-2.4105275367130305,1.2731424797517397,0.11002669656283717,0.5248801838853809,-3.0798864663064283,1.712782831345166,-1.4798948563855874,1.7967729638589314,2.5949021312755294,0.09335247679447606,-0.042744600991125495,3.742645381629287,2.306966457272358,-1.4642812181452798,2.2028052447405115,-0.24260888870958316,1.3262808226817497,3.351003335229395
12,2.763745224044644,0.6791035227159979,-2.4092832423318136,1.314629552020153,0.09656023456739701,0.46933942242305154,-3.04569361195787,1.6768695414469963,-1.4472474500299601,1.7636878380134087,2.582278852873648,0.05325630770177833,-0.01606716918522545,3.720564557549546,2.237094351408869,-1.3950504364824399,2.256122513296558,-0.21034793190285767,1.284920959252677,3.3111930945134187
13,2.741729427002117,0.6179123420461915,-2.4082754068203047,1.3519060300096937,0.09342162012064024,0.41887434788077776,-3.01351276745705,1.6428252316821736,-1.4167236865532602,1.7326864966790436,2.5527252855509697,0.019532068840576504,0.0072757052282507485,3.7006850097763317,2.173097174501024,-1.3317465297891236,2.2932217738105236,-0.1626801507745095,1.2448304337221319,3.2728514408438323
14,2.727363369062263,0.5523801747012238,-2.404434624548045,1.3835333602551991,0.0999333619738979,0.37294153584473794,-2.983314156805558,1.6106428866777875,-1.3882753459829957,1.7037273228717735,2.5083414371107757,-0.008448072485265773,0.027298901721111053,3.6827070353382365,2.1144853958022107,-1.2738674976124673,2.316379148826045,-0.10292951316108803,1.206039176562557,3.2360042364013655
