,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2,x1,x2
0,8.889932057146137,-0.7180365139118479,-6.144099420856848,1.637897537599839,2.401684203472543,3.684480349263481,-7.931248899600039,4.90951532568867,-4.360418598515281,5.068491742885664,5.854112591414321,2.548011925587195,-1.1302231244319714,9.269307048149315,7.941331074391044,-6.0639142384295175,1.919022663751793,1.4675389096202647,4.098987083566241,8.585240368016517,-8.975403422247606,-7.303760221714644,-7.659429877670918,-2.705504785988177,6.06821676556606,9.404854417206984,-3.3404148214093627,-0.43160251678997064,-6.421251049682479,8.050689766991109,5.271513701367814,-6.0227893916510915,-2.6862766425626594,1.9116454369482732,-9.198114648254796,6.492559663306142,2.805427654844955,-9.617259784743267,6.120767433849338,-1.902146960297424,-9.927922312603956,-0.695331686472942,-3.262981631446018,0.7079882569992861,8.735831954288223,7.5310929988308,5.041487206175466,-0.7000764376597459,4.078013104865338,-9.225573064649755,3.5940255352644144,-1.6204076184300078,8.057169211630185,8.903232646693585,9.541024812853898,1.613486745683403,9.507115826320437,1.7456977833042568,-3.372973302559659,-0.49476418449251547,-1.136554238938043,4.600944135561427,2.592646359225485,7.26122692546409,-3.279377685367333,3.815043664307005,-1.6278839834307597,-5.906749034976571,-9.207312538522467,1.9504136816250615,8.799613924712027,9.310016806769617,6.805767031333033,8.510875169282226,1.6830537109633212,-1.8351096721482882,9.397983875307713,-8.572595486008899,3.7467800594025036,-0.5799504284645707,5.6261824322904594,-0.2945027850899695,-3.528026147510232,-7.25101250082691,-1.3122008149642852,9.458461468987696,5.852996866326672,-3.470321573820552,-7.886905654087064,-5.599072055865191,3.2936114290776697,-6.13631678850405,-7.563606076726137,0.9515786898531413,-3.9530988998989836,-2.5738259946123687,2.334030557038986,1.0176920824567244,-1.859143270703207,-2.8509459101598944
1,8.749932057174208,-0.8580365138297323,-5.9940994208747105,1.78789753757663,2.341684203510498,3.6244803493018036,-7.781248899619039,5.059515325654904,-4.2404185985437675,5.188491742818392,5.734112591442638,2.4280119256293613,-1.2502231243706934,9.149307048174967,7.791331074896791,-5.913914238464361,2.0490226634652604,1.5975389094888381,3.9489870835886003,8.435240368036114,-8.825403422256183,-7.153760221723271,-7.509429877682498,-2.555504786000817,5.918216765582273,9.254854417222209,-3.190414821430662,-0.281602516812802,-6.271251049718315,8.200689766376824,5.401513701312364,-5.892789391672289,-2.5762766425858263,2.0216454369190857,-9.048114648273422,6.642559663266101,2.955427654824482,-9.467259784756363,6.020767433921318,-1.8021469603679652,-9.777922312614814,-0.5453316864860482,-3.122981631468718,0.847988256973245,8.585831954302364,7.381092998846035,4.97148720623626,-0.630076437731834,4.228013104839386,-9.075573064664502,3.7240255351261546,-1.4904076184747646,7.90716921164396,8.753232646707547,9.39102481287453,1.4634867457167942,9.357115826340904,1.5956977833368606,-3.2229733025807286,-0.344764184515052,-1.0665542389912388,4.530944148630469,2.45264635925823,7.121226925490625,-3.1393776854022555,3.9550436642456157,-1.4778839834471305,-5.7567490349904,-9.057312538535811,2.1004136816069776,8.649613924724614,9.16001680678247,6.655767031349053,8.360875169298057,1.8030537109233415,-1.7151096721752124,9.54798382235967,-8.422595486034787,3.846780057712893,-0.4799504285214793,5.536182432335013,-0.2045027856662458,-3.3780261475227285,-7.101012500838004,-1.442200814896177,9.328461469015123,5.752996870533343,-3.370321573852066,-7.736905654096929,-5.449072055875245,3.443611429043593,-5.986316788523707,-7.413606076740703,1.1015786898347204,-3.8030988999153683,-2.4238259946287783,2.4340305567561686,1.1176920823696532,-1.709143270723883,-2.7009459101787567
2,8.610152213828162,-0.9970978948893003,-5.844237787570636,1.9377098311796286,2.2818217367796656,3.564619594313142,-7.631397453224387,5.209218913240078,-4.1206107171101705,5.307892913781407,5.61430331392156,2.308327147237281,-1.3696991302538313,9.029476251519307,7.642473766993316,-5.763957392719493,2.1706876730936813,1.7256770893508149,3.7991666941341817,8.285394322996337,-8.675464895911185,-7.003822080787337,-7.3595150203480735,-2.4055985545265974,5.768340671266507,9.104969818152753,-3.0405844696990427,-0.1317866136210758,-6.121570582871213,8.2961591309678,5.531020127327272,-5.7629356009813435,-2.4664139982492332,2.131464014723586,-8.898259830940688,6.792191280190841,3.105265665895382,-9.317357312323802,5.920830288205299,-1.7022084266441335,-9.628001660430066,-0.39542929522233294,-2.98315228748061,0.9877872362837803,8.435938181292682,7.231208484658007,4.901523752675671,-0.5601205084563096,4.377798612877465,-8.925684412593423,3.8519930796652955,-1.3607769790873347,7.757272374077281,8.603337376442896,9.241188262099643,1.3137790373827074,9.207277752178356,1.4459814798003185,-3.07314081189533,-0.19494547690287542,-0.9965858550677617,4.5650413496430104,2.3129125712281855,6.981432551569456,-2.999666328986715,4.094430761359521,-1.3280092551788036,-5.60685265535598,-8.90741210541357,2.250273345301317,8.499707262422692,9.010112332288935,6.5058892628660105,8.2109957741506,1.9227595926148018,-1.5952890542884373,9.437498863278828,-8.272809349005332,3.8126890792416,-0.38034402969761755,5.446216035413781,-0.11534501539532918,-3.228118736824491,-6.951093736450426,-1.5715403725368318,9.19866020506715,5.707049648050435,-3.270347461343264,-7.58697713435906,-5.29914502555391,3.5933115806689777,-5.836471298791631,-7.263715890978112,1.2514353446127302,-3.6532242932648114,-2.2739516025768745,2.5277955527978437,1.216958816923169,-1.5593071315683453,-2.551093219509212
3,8.470754690393777,-1.1343313254035754,-5.694612685329116,2.087198236639932,2.2222030356985822,3.505005818414363,-7.481800370593074,5.358401056751359,-4.001136949868574,5.426165753374024,5.494825937497957,2.1892058931835745,-1.4882004596785967,8.90993828540822,7.495824507623615,-5.614074046074785,2.268128098292822,1.8498878192189823,3.64965574811259,8.13581223735046,-8.525629931370435,-6.853988158999534,-7.209744258513233,-2.2558512879487744,5.6186758435064785,8.95528165947005,-2.8910458352100807,0.017711867037805723,-5.972370457371397,8.289330195045657,5.659619648648322,-5.633332927629894,-2.3567882762511467,2.2409661942620236,-8.748653401811513,6.941166922531046,3.2548254656605824,-9.16762026711056,5.820999703811237,-1.6023740653509102,-9.478215142753992,-0.2456925052423747,-2.8436170880636973,1.1272376384957994,8.28622491647684,7.081520567252994,4.8316220834552075,-0.4902392829696647,4.527212173004795,-8.775985111015688,3.97545553859148,-1.231806015712638,7.607550737897459,8.453620024021196,9.091632365877791,1.1645851374463045,9.057717643913364,1.2967631360416538,-2.923596247838946,-0.04543919635974239,-0.9268618247823736,4.52788376084927,2.1736461020428504,6.841994960944229,-2.860463150136428,4.232677875161717,-1.1783481848396982,-5.45713226146774,-8.757680634548304,2.3998929675207252,8.349958817312652,8.860369853443766,6.356219836845234,8.06132188390065,2.0419419235976943,-1.4757798341787018,9.30944133271525,-8.123157934424949,3.7470389931701202,-0.2810674444426675,5.356307215763503,-0.027851175224141878,-3.078368257323302,-6.801312350405808,-1.699633184376547,9.069203885177577,5.640792036992597,-3.1704652195433507,-7.437169269511156,-5.149341200810523,3.742483940459502,-5.686890666245308,-7.114012425529503,1.4010466778982529,-3.5035635450906994,-2.1242914439064644,2.6034407538601747,1.3148248883141682,-1.4097524809400064,-2.4014927885483894
4,8.33191267610532,-1.2685815936586717,-5.545326610954166,2.23621808623549,2.1629463250605965,3.4457590735928907,-7.332568394637323,5.506814304724764,-3.882149664959211,5.5426568593165255,5.375832516792623,2.0709288539697264,-1.6051823504322371,8.79082474606505,7.352676016416929,-5.4642968404427466,2.321128688225574,1.967586273371251,3.500591774474924,7.98660959808442,-8.375941336027878,-6.704301546599283,-7.060178054181322,-2.10633006530706,5.469313105894964,8.805873934037628,-2.741927750336312,0.16675150694516772,-5.823681150525707,8.225024594670066,5.786822530939839,-5.504091585213426,-2.247505113774061,2.3500058548535283,-8.599403168652568,7.089163526224338,3.4039846034930465,-9.018118551432071,5.721320649249084,-1.5026877931370362,-9.32861882891637,-0.09619137279586465,-2.7045069003877926,1.2661813504160577,8.136768904651474,6.932113330667586,4.761808044675163,-0.4204642563208069,4.676084989227013,-8.62655581635108,4.090627277455385,-1.103815861994615,7.458078657884256,8.304156173657223,8.94248042388035,1.0161482882308663,8.908557523505937,1.1482774139541512,-2.774466611407355,0.10361569019903438,-0.8573769916306684,4.4772321561561075,2.035067171813181,6.7030762080775,-2.722009081782384,4.369148348542336,-1.028992716603042,-5.307662542295651,-8.608189635480002,2.5491682797501034,8.200435325448714,8.710857797614812,6.206848220258121,7.911941655616275,2.160343245151445,-1.3567235949414471,9.174180767314713,-7.973637435385813,3.6688987384424836,-0.18211160682785718,5.266482294494824,0.056966609485195996,-2.928840883328034,-6.651725841929789,-1.8257535522370525,8.940248829635173,5.56291457100427,-3.070702844309211,-7.287532253147107,-4.999711887106522,3.8908776085662873,-5.537690613548736,-6.964575216640711,1.5503059458895452,-3.3542086657324166,-1.9749377028104333,2.6453640949539974,1.4105628885716641,-1.260603267282513,-2.252254565039289
5,8.193809289754878,-1.398368339901784,-5.396486271293331,2.38461610707241,2.1041826283178358,3.3870125829965643,-7.183817019241371,5.654187327506661,-3.763811182109718,5.656566150851473,5.257486128112342,1.9538121558059793,-1.7199903124525266,8.672274829691514,7.214475808507203,-5.31466195580115,2.32569205056949,2.0763113170731673,3.3521200548379735,7.837907298746883,-8.226442544501731,-6.554805971641745,-6.910878261507421,-1.957103732712094,5.320346638785339,8.65683346743466,-2.593365791229098,0.3151827277724988,-5.675498527862549,8.131827315460264,5.912051272009817,-5.375326719513723,-2.138676224011659,2.4584252790855468,-8.45062129391451,7.23581929781914,3.5526143856686425,-8.868923925961548,5.621839272597638,-1.4031946610344948,-9.179269955533806,0.053002095159284446,-2.56595998532826,1.4044494388376154,7.987649230517283,6.78307371964764,4.692108050964535,-0.3508277155944628,4.824236569063503,-8.477479671206401,4.192201274449719,-0.9771502156864554,7.308932683937189,8.155023686302014,8.793861690039648,0.8687348097310617,8.759925257880644,1.000780573805018,-2.625885460701373,0.2520723300249679,-0.788131488447163,4.420129024572767,1.8974161572468244,6.564849423186194,-2.5845668310603394,4.503078279159167,-0.8800382548629723,-5.1585203815516625,-8.459012596179587,2.6979905128823383,8.051205260278373,8.561646431073905,6.057867125055626,7.762946389353287,2.2776756597765417,-1.2382715684494114,9.036078324572472,-7.824258763463124,3.5844111810277575,-0.08348811980939624,5.176771274571355,0.13799506612766926,-2.7796045072442874,-6.502392951778137,-1.9490103274158752,8.8119609451534,5.4824649464160125,-2.971078633868131,-7.138117194322868,-4.8503093552115795,4.038217214415557,-5.388992067514903,-6.8154862967729155,1.6991016978395301,-3.205255101757442,-1.825986013705683,2.649715906133928,1.5035564331605484,-1.111989745322139,-2.103493409400243
6,8.0566356717802,-1.521837627035879,-5.248202427812547,2.532230346605247,2.0460564566879627,3.328913477060101,-7.035666246867752,5.800223540273856,-3.6462929207395476,5.766925658526625,5.1399608576232145,1.8382102510216156,-1.831845119844208,8.554434684371088,7.082662196186582,-5.165210578061818,2.293297847794354,2.174344179740274,3.204393635124566,7.689831524688228,-8.077177524104343,-6.405545705109005,-6.761908002460045,-1.808242779011235,5.171873854614961,8.508249780372019,-2.445502211112292,0.462847774017622,-5.527817661350921,8.022047212383926,6.034629471656565,-5.24715786991773,-2.0304193472602403,2.56605476357118,-8.302423970177434,7.380730542428216,3.7005798889963097,-8.720109850895776,5.522602813110385,-1.303940772920347,-9.030226804828363,0.20181406323503903,-2.4281219548385695,1.5418619517544965,7.838947181405862,6.634491411837445,4.622549044647485,-0.2813626638320921,4.971474414067663,-8.328842111977693,4.273891885363017,-0.8521587621423238,7.1601914283252315,8.00630256792867,8.645911161833585,0.7226353623544401,8.611954354908898,0.8545515878493489,-2.4779928388987273,0.3997759797080236,-0.7191315128249095,4.35956343794466,1.7609545207891961,6.42749888438129,-2.4484206334306213,4.633559978577655,-0.7315835484427224,-5.009784715275888,-8.310224833811436,2.846246482091531,7.902338704317156,8.412807731136251,5.90937237843216,7.6144303957830015,2.3936185511606283,-1.1205845872502085,8.897968522873091,-7.675038805875498,3.496634748675432,0.014781629373942423,5.087209403334655,0.2142114013462335,-2.630728616956954,-6.3533735407745535,-2.0683226976710882,8.68451475362326,5.409713306321723,-2.8716129957675336,-6.98897600990186,-4.701186732609721,4.184201488016005,-5.2409209215874775,-6.6668300438023715,1.8473178608731078,-3.056801606799053,-1.6775353324720768,2.624953769785128,1.5934018878399676,-0.9640484244065812,-1.955328976851785
7,7.920588039615266,-1.6367505319980291,-5.100589705681644,2.678890151737886,1.988726304396968,3.271623332421515,-6.888240278302886,5.944599880565438,-3.5297739949730205,5.872585090884414,5.023441587884328,1.724518414383651,-1.9398311088501246,8.43745641303743,6.958414774406941,-5.015990408483324,2.2358906310523925,2.260883588818502,3.057573284656279,7.542513595483812,-7.928190678486812,-6.256565464158931,-6.613331535840736,-1.6598192033282309,5.0239952540727995,8.360214934105448,-2.298485819885417,0.609580755546119,-5.3806379511979685,7.901831304240566,6.153772361496929,-5.11970823254847,-1.9228581377386846,2.6727123184230956,-8.154931008253152,7.523448774472294,3.847740006456988,-8.57175131279091,5.42365950666175,-1.204973198892055,-8.881548577316247,0.3501689986089692,-2.291145661702628,1.6782278018275574,7.6907460966777235,6.4864586745130515,4.553158453981073,-0.21210273806746244,5.117593772856835,-8.180730650797111,4.330175520683327,-0.7291723829688014,7.011935421275918,7.858074825826322,8.498769288976215,0.57816605015551,8.464783683120881,0.7098931065170395,-2.330935150634408,0.5465640574805024,-0.6503878993203241,4.297506738988577,1.6259655605710945,6.291219956291915,-2.3138751533504975,4.7595297805178305,-0.5837305563415902,-4.861536376131314,-8.161903332280044,2.993818695185484,7.753907212257642,8.264415249327936,5.761462774004324,7.466490845154368,2.5078166068736727,-1.003832874140302,8.762192641064965,-7.525998781798764,3.407627669168567,0.11266960717415583,4.997838672164439,0.28494560187762835,-2.482284165543873,-6.2047284625535415,-2.1824039807608084,8.558091853706527,5.346715098809057,-2.772339419773126,-6.840161313477567,-4.552397891296415,4.328501994585113,-5.093607723897515,-6.518693013333697,1.9948338507442973,-2.908950091610444,-1.5296877868501408,2.580292463793311,1.6798783845037184,-0.8169219749887043,-1.807885563457248
8,7.7858635293643035,-1.7405471247957973,-4.953766364894343,2.8244162114669438,1.9323648540664637,3.215318412899894,-6.7416671270730575,6.086965833963621,-3.4144391326795867,5.972212235880672,4.908123533384014,1.6131745241738362,-2.0428918994807215,8.321496655849739,6.842379210892166,-4.867056902709576,2.161694154262421,2.335989598582102,2.911827394330704,7.39608976031205,-7.779526750156746,-6.107910314212729,-6.4652141203883104,-1.5119063751394823,4.876814262711534,8.212823358798397,-2.152471802940128,0.755207759735994,-5.2339631464412,7.774809972281653,6.268581173907447,-4.99310369138694,-1.8161219754292799,2.7782034862785125,-8.008265327312799,7.663478383079656,3.9939475287332487,-8.423924637346715,5.325058485474607,-1.1063398839873533,-8.73329525961123,0.4979898101185588,-2.1551910109035775,1.8133447525492268,7.543131204114382,6.339070205914149,4.483964150741177,-0.14308212185707464,5.2623774749975,-8.03323463098183,4.358397404253525,-0.6084761340290848,6.864246955350824,7.7104243133168,8.352581591063256,0.435669275584895,8.318557105521718,0.5671322001904048,-2.184864980210021,0.692266261854694,-0.5819162702733929,4.235675298795787,1.4927549011088643,6.156218864714331,-2.181253274062773,4.879765053950628,-0.4365842946263012,-4.713857924753417,-8.014126566927798,3.140585485855956,7.605983666161301,8.116543966205125,5.614239903556282,7.319227597314056,2.6198783710728457,-0.8881956329646307,8.630843893155076,-7.377164465647652,3.319087707122577,0.2101412695493205,4.908708806553588,0.3501107091457334,-2.334343434002847,-6.0565194312541,-2.2897629815920886,8.432878694937529,5.28428733929408,-2.6733040382605373,-6.691726301628082,-4.403997332725778,4.470762132121227,-4.9471872820692955,-6.371163754162369,2.1415247103206516,-2.761805452769187,-1.3825485054204933,2.522082369665612,1.7628944024901863,-0.6707590882238413,-1.661291913074508
9,7.652654799021599,-1.8305239613546753,-4.807854030952766,2.968620674142504,1.877158777489,3.1601894915348927,-6.596078151050554,6.226942824234534,-3.3004758190214574,6.064318631516871,4.794211472039576,1.5046597144643628,-2.1398391003163266,8.206714688753266,6.73446506862323,-4.718473866224343,2.0761678810771897,2.4004416572224248,2.7673318047492392,7.250700941906862,-7.631230722562186,-5.95962557057716,-6.317621872719696,-1.3645788875784024,4.73043704762771,8.066171664833236,-2.007621471654756,0.899547044131875,-5.087800897247656,7.64346006378779,6.378044353476963,-4.867471586836996,-1.7103456915315163,2.8823213168809176,-7.86255233657754,7.800275208261431,4.1390492658869675,-8.276707288483504,5.226849672601026,-1.008089552691506,-8.585527488108,0.6451979948069849,-2.02042468109137,1.9469995301890846,7.396189443674465,6.192422961264114,4.414994407408368,-0.07433545274754667,5.405595867075783,-7.886444955239303,4.359415424499687,-0.49028994678517157,6.717209919095844,7.563436563349171,8.207498173489734,0.2955142362402898,8.173423017675796,0.4266207824907032,-2.0399408446613387,0.8367047666018294,-0.5137385291881695,4.175733979356285,1.3616506289775216,6.022712273965871,-2.0508925211183855,4.992896802730313,-0.29025266408300865,-4.566833468553027,-7.866974316808351,3.2864211733223314,7.45864212341466,7.969270138481922,5.467807969035006,7.172743012544394,2.729375616780154,-0.7738604016465963,8.505700767885669,-7.228567043698445,3.232556318102819,0.3071541658889749,4.819877303600325,0.4102873830199148,-2.1869798877007236,-5.908808884930874,-2.3887352320921584,8.309063571499992,5.216482754818985,-2.5745508945838487,-6.543724638262794,-4.256040070673496,4.610596515757243,-4.80179817586976,-6.224332606983331,2.287261277675901,-2.6154753794918326,-1.236225424613045,2.4544234223736145,1.8424531193010913,-0.5257142833010174,-1.5156809821321746
